,water_depth,latitude,longitude,distance_to_shore,timezone,jurisdiction
1877,579.5312,35.0193,-121.192,36373.848,-8,Federal
1878,502.8474,35.0286,-121.475,57866.094,-8,Federal
1879,4091.6128,35.0303,-122.578,136575.62,-8,Federal
1880,4122.553,35.024,-123.622,210769.7,-8,Federal
1881,4199.9697,35.0228,-124.104,244867.48,-8,Federal
1882,4142.0166,35.039,-123.841,224765.1,-8,Federal
1883,4088.9019,35.0312,-122.601,138320.7,-8,Federal
1884,39.0,35.0299,-120.695,5381.88,-8,California
1885,540.2261,35.0336,-121.104,29223.352,-8,Federal
1886,4036.0,35.0265,-122.968,166460.62,-8,Federal
1887,3979.808,35.0348,-122.211,109013.36,-8,Federal
1888,4086.1858,35.038,-122.401,122572.64,-8,Federal
1889,4116.9663,35.0386,-123.611,208932.97,-8,Federal
1890,609.8914,35.0309,-121.317,45018.086,-8,Federal
1891,4116.7344,35.044,-122.476,127884.53,-8,Federal
1892,3951.6304,35.0511,-122.941,162874.66,-8,Federal
1893,4076.8494,35.0427,-122.543,133133.42,-8,Federal
1894,4159.2847,35.0468,-123.899,228354.34,-8,Federal
1895,4080.4138,35.043,-123.39,194043.69,-8,Federal
1896,4199.974,35.039,-124.118,244846.73,-8,Federal
1897,4159.2847,35.0468,-123.899,228354.34,-8,Federal
1898,4013.0,35.0466,-122.247,110726.89,-8,Federal
1899,4120.7427,35.0539,-123.702,213991.69,-8,Federal
1900,29.0,35.0511,-120.669,3354.725,-8,California
1901,4079.965,35.0533,-123.303,187599.11,-8,Federal
1902,4068.3247,35.0434,-123.206,182302.27,-8,Federal
1903,4199.289,35.0553,-124.132,244838.92,-8,Federal
1904,4078.7883,35.05,-123.243,184062.69,-8,Federal
1905,4146.3525,35.0555,-124.006,235519.62,-8,Federal
1906,577.2479,35.0538,-121.185,33655.293,-8,Federal
1907,306.8615,35.0562,-120.952,18685.955,-8,Federal
1908,3825.9148,35.0535,-122.011,94243.35,-8,Federal
1909,4143.2124,35.0657,-123.89,226415.16,-8,Federal
1910,457.3617,35.0616,-121.472,56170.145,-8,Federal
1911,4197.789,35.061,-124.061,239201.3,-8,Federal
1912,457.3617,35.0616,-121.472,56170.145,-8,Federal
1913,4095.259,35.0653,-122.427,122848.375,-8,Federal
1914,385.8615,35.0634,-120.996,20299.807,-8,Federal
1915,4129.8965,35.0569,-123.553,203677.19,-8,Federal
1916,4040.0,35.0687,-122.703,144408.17,-8,Federal
1917,4159.88,35.0715,-124.02,235492.14,-8,Federal
1918,74.0,35.0679,-120.773,9861.773,-8,Federal
1919,1269.2167,35.0646,-121.613,68190.1,-8,Federal
1920,4222.1406,35.0565,-124.183,248579.47,-8,Federal
1921,4215.1567,35.068,-124.217,250424.4,-8,Federal
1922,2660.7673,35.0696,-121.901,86202.445,-8,Federal
1923,4159.88,35.0715,-124.02,235492.14,-8,Federal
1924,4064.789,35.0756,-123.355,189234.89,-8,Federal
1925,3775.8977,35.0787,-122.044,94405.43,-8,Federal
1926,3122.765,35.0753,-121.961,89351.99,-8,Federal
1927,4074.8997,35.0758,-122.459,124684.73,-8,Federal
1928,3960.7473,35.0816,-122.351,116074.016,-8,Federal
1929,4115.892,35.0715,-123.567,203507.77,-8,Federal
1930,3611.1382,35.0685,-122.004,92604.234,-8,Federal
1931,4114.991,35.0829,-123.654,208576.3,-8,Federal
1932,446.7679,35.0771,-121.459,54447.145,-8,Federal
1933,4057.7659,35.0877,-122.651,139229.3,-8,Federal
1934,4205.037,35.0805,-124.177,246625.08,-8,Federal
1935,4056.7285,35.0832,-123.313,185900.8,-8,Federal
1936,1881.0372,35.0855,-121.787,78462.88,-8,Federal
1937,40.0,35.0881,-120.708,7093.704,-8,Federal
1938,273.345,35.0901,-120.95,15447.406,-8,Federal
1939,4073.6648,35.0864,-123.456,195023.45,-8,Federal
1940,504.6375,35.0942,-121.466,54422.004,-8,Federal
1941,3985.2656,35.0999,-122.917,157998.84,-8,Federal
1942,1101.5858,35.0947,-121.614,67340.65,-8,Federal
1943,2778.1875,35.1047,-121.946,86040.43,-8,Federal
1944,85.0,35.1026,-120.816,7885.1562,-8,Federal
1945,146.7573,35.1051,-120.879,10786.748,-8,Federal
1946,4094.7502,35.1151,-123.506,196139.64,-8,Federal
1947,4014.7378,35.1057,-123.231,178850.11,-8,Federal
1948,4140.925,35.1124,-123.931,226265.44,-8,Federal
1949,212.0,35.1087,-120.926,12525.522,-8,Federal
1950,1562.0004,35.1065,-121.734,73825.266,-8,Federal
1951,4069.0928,35.1132,-122.606,134282.58,-8,Federal
1952,1130.6254,35.1093,-121.631,68296.72,-8,Federal
1953,4043.6072,35.1147,-122.721,142503.81,-8,Federal
1954,4117.1733,35.1081,-123.551,199692.7,-8,Federal
1955,4117.349,35.113,-123.682,208354.19,-8,Federal
1956,97.7358,35.1174,-120.841,7927.807,-8,Federal
1957,4072.0002,35.1139,-122.629,135971.72,-8,Federal
1958,630.6205,35.1226,-121.286,37909.46,-8,Federal
1959,3989.5376,35.1278,-123.148,171839.84,-8,Federal
1960,3150.063,35.1146,-121.983,87636.086,-8,Federal
1961,4054.7607,35.1274,-122.618,134248.11,-8,Federal
1962,4165.4316,35.1194,-124.133,240886.66,-8,Federal
1963,3768.7979,35.1312,-122.145,97618.04,-8,Federal
1964,41.0,35.1273,-120.75,3073.4092,-8,California
1965,439.5674,35.1285,-121.039,17975.793,-8,Federal
1966,4157.3613,35.1364,-124.072,235221.62,-8,Federal
1967,1231.8406,35.1346,-121.664,67828.08,-8,Federal
1968,3478.9294,35.1391,-122.47,121996.73,-8,Federal
1969,638.796,35.1325,-121.559,61463.176,-8,Federal
1970,3752.333,35.1341,-122.077,92572.875,-8,Federal
1971,597.6768,35.1376,-121.235,32974.676,-8,Federal
1972,4099.8374,35.1451,-123.76,211651.75,-8,Federal
1973,4147.9097,35.1428,-124.127,238995.44,-8,Federal
1974,4070.4133,35.1416,-122.631,134189.0,-8,Federal
1975,4102.778,35.135,-123.851,218920.44,-8,Federal
1976,1116.0658,35.1398,-121.643,66384.9,-8,Federal
1977,4137.123,35.1486,-124.106,237043.66,-8,Federal
1978,3912.5513,35.1438,-122.542,127541.56,-8,Federal
1979,731.2842,35.1456,-121.573,61664.543,-8,Federal
1980,675.0,35.1497,-121.553,59998.69,-8,Federal
1981,4002.619,35.144,-123.279,178982.2,-8,Federal
1982,4025.0,35.1397,-122.767,144243.62,-8,Federal
1983,4062.6958,35.1414,-122.608,132563.02,-8,Federal
1984,4098.248,35.1467,-123.509,193982.4,-8,Federal
1985,566.439,35.1492,-121.14,24525.223,-8,Federal
1986,4036.1338,35.1568,-123.433,188115.86,-8,Federal
1987,4101.551,35.1444,-123.809,215237.55,-8,Federal
1988,1372.0762,35.153,-121.716,68622.02,-8,Federal
1989,3979.6572,35.1528,-123.18,171865.08,-8,Federal
1990,4137.123,35.1486,-124.106,237043.66,-8,Federal
1991,2211.5974,35.1517,-121.901,79440.0,-8,Federal
1992,4095.355,35.1613,-123.798,213306.81,-8,Federal
1993,4105.0312,35.1588,-123.722,207988.25,-8,Federal
1994,4038.2917,35.1613,-123.409,186179.45,-8,Federal
1995,361.5743,35.1624,-121.011,13810.298,-8,Federal
1996,4022.5266,35.1583,-123.35,182539.1,-8,Federal
1997,4107.0693,35.1509,-123.865,218889.1,-8,Federal
1998,3984.0,35.1722,-122.848,148333.0,-8,Federal
1999,3842.801,35.1694,-122.362,111769.43,-8,Federal
2000,4126.84,35.1651,-124.119,237032.4,-8,Federal
2001,4131.4395,35.1628,-123.923,222396.05,-8,Federal
2002,4148.9316,35.1622,-124.19,242656.55,-8,Federal
2003,652.1528,35.173,-121.529,56646.46,-8,Federal
2004,3576.5356,35.1724,-122.567,127497.14,-8,Federal
2005,4012.129,35.171,-122.773,142709.73,-8,Federal
2006,572.5123,35.1754,-121.188,27547.291,-8,Federal
2007,3811.7153,35.1736,-122.14,94454.45,-8,Federal
2008,4009.773,35.172,-122.703,137414.61,-8,Federal
2009,4013.1284,35.1834,-123.326,179028.22,-8,Federal
2010,3811.7153,35.1736,-122.14,94454.45,-8,Federal
2011,861.7944,35.17,-121.602,61669.35,-8,Federal
2012,4044.5774,35.1844,-123.463,188070.27,-8,Federal
2013,4177.513,35.1958,-124.215,242634.73,-8,Federal
2014,2064.9941,35.182,-121.887,76154.79,-8,Federal
2015,4004.0,35.181,-122.807,144668.98,-8,Federal
2016,3795.0703,35.1877,-122.13,92808.44,-8,Federal
2017,4177.513,35.1958,-124.215,242634.73,-8,Federal
2018,4029.3645,35.2006,-122.754,139441.81,-8,Federal
2019,290.8408,35.1907,-120.999,11039.017,-8,Federal
2020,3983.4055,35.1987,-123.263,173772.89,-8,Federal
2021,654.0,35.191,-121.324,39189.15,-8,Federal
2022,2916.3105,35.1954,-122.022,84399.67,-8,Federal
2023,4021.4275,35.1932,-123.417,184306.25,-8,Federal
2024,4087.9465,35.208,-123.814,211403.39,-8,Federal
2025,4033.259,35.207,-123.432,184294.44,-8,Federal
2026,617.061,35.1974,-121.263,33596.125,-8,Federal
2027,4091.9475,35.1936,-123.854,215294.34,-8,Federal
2028,4064.17,35.2056,-123.565,193590.67,-8,Federal
2029,1294.1569,35.1981,-121.723,64932.684,-8,Federal
2030,4074.7559,35.1979,-123.634,199010.61,-8,Federal
2031,3540.799,35.196,-122.519,122448.9,-8,Federal
2032,1221.7551,35.2042,-121.704,63354.402,-8,Federal
2033,628.1671,35.2163,-121.427,46572.465,-8,Federal
2034,3818.548,35.2129,-122.355,108891.984,-8,Federal
2035,3822.8494,35.2011,-122.165,94617.16,-8,Federal
2036,417.5864,35.2109,-121.062,15431.389,-8,Federal
2037,385.5042,35.2127,-121.047,14061.136,-8,Federal
2038,4064.17,35.2056,-123.565,193590.67,-8,Federal
2039,4080.8677,35.2132,-123.647,198888.9,-8,Federal
2040,3999.6936,35.2114,-122.815,143466.47,-8,Federal
2041,2008.431,35.2224,-121.907,74430.34,-8,Federal
2042,3957.1365,35.2242,-123.079,159768.58,-8,Federal
2043,2425.5994,35.2154,-121.972,79457.49,-8,Federal
2044,2626.7737,35.2263,-122.006,81153.05,-8,Federal
2045,3962.0,35.227,-122.756,137999.0,-8,Federal
2046,4199.0596,35.2275,-124.24,242795.64,-8,Federal
2047,4089.0793,35.2286,-123.66,198781.48,-8,Federal
2048,3387.0996,35.2267,-122.683,132458.17,-8,Federal
2049,3655.1448,35.2265,-122.707,134287.33,-8,Federal
2050,196.8615,35.2257,-120.982,7975.6475,-8,Federal
2051,601.639,35.2215,-121.259,32851.742,-8,Federal
2052,670.843,35.2262,-121.484,49690.48,-8,Federal
2053,669.5228,35.2357,-121.325,38325.82,-8,Federal
2054,3832.2341,35.2248,-122.253,100102.664,-8,Federal
2055,3802.0552,35.2269,-122.389,110946.81,-8,Federal
2056,2626.7737,35.2263,-122.006,81153.05,-8,Federal
2057,513.4595,35.2322,-121.147,22587.906,-8,Federal
2058,463.9125,35.2328,-121.107,18959.977,-8,Federal
2059,3806.0,35.2414,-122.379,109423.945,-8,Federal
2060,4061.2305,35.2306,-123.483,186081.78,-8,Federal
2061,3944.2803,35.2443,-122.884,146191.2,-8,Federal
2062,3327.0,35.2411,-122.673,130812.86,-8,Federal
2063,3918.538,35.2509,-123.058,156315.03,-8,Federal
2064,4124.7695,35.2421,-124.032,225757.88,-8,Federal
2065,4200.5967,35.2361,-124.22,240742.23,-8,Federal
2066,3367.3486,35.2404,-122.696,132603.36,-8,Federal
2067,4084.9634,35.2472,-123.651,196881.11,-8,Federal
2068,4135.8027,35.2582,-123.996,222033.55,-8,Federal
2069,3058.2449,35.2517,-122.052,82938.97,-8,Federal
2070,3797.9685,35.2586,-122.171,91760.29,-8,Federal
2071,3681.5312,35.2628,-122.107,86501.7,-8,Federal
2072,3926.806,35.2681,-123.159,161592.7,-8,Federal
2073,815.914,35.2591,-121.585,52273.938,-8,Federal
2074,4063.468,35.2631,-123.904,214695.23,-8,Federal
2075,3681.5312,35.2628,-122.107,86501.7,-8,Federal
2076,3545.096,35.2653,-122.511,117182.875,-8,Federal
2077,3718.798,35.2693,-122.447,112263.41,-8,Federal
